"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"GQ02"	"GQ02_01"	"GQ02_02"	"GQ02_03"	"GQ02_04"	"GQ02_05"	"GQ02_06"	"GQ02_09"	"GQ02_10"	"GQ02_07"	"GQ02_07a"	"BI01"	"BI02"	"BI04_01"	"BI05"	"BI05_01"	"BI05_02"	"BI05_03"	"BI05_04"	"BI05_05"	"BI05_06"	"BI05_07"	"BI05_08"	"BI05_09"	"BI05_10"	"BI05_11"	"BI05_12"	"BI05_13"	"BI05_14"	"BI05_15"	"BI05_16"	"BI05_17"	"BI05_18"	"BI05_19"	"BI05_20"	"BI05_21"	"BI05_22"	"BI05_23"	"BI05_24"	"BI05_27"	"BI05_25"	"BI05_25a"	"BI05_26"	"BI06_01"	"BI07"	"BI08"	"BI08_01"	"BI08_02"	"BI08_03"	"BI08_04"	"BI08_05"	"BI08_06"	"BI08_07"	"BI08_08"	"BI08_09"	"BI08_10"	"BI08_11"	"BI08_11a"	"BI08_12"	"BI09"	"BI09_01"	"BI09_01a"	"BI09_02"	"BI09_03"	"BI09_04"	"BI09_05"	"BI09_06"	"BI09_07"	"BI09_08"	"BI09_08a"	"BI10"	"BI11"	"PR01"	"PR01_01"	"PR01_02"	"PR01_03"	"PR01_04"	"PR01_05"	"PR01_05a"	"PR01_06"	"PR03"	"PR07_02"	"PR07_03"	"PR07_04"	"PR07_05"	"PR07_06"	"PR07_07"	"PR07_08"	"PR07_09"	"PR07_10"	"PR07_01"	"DS04"	"DS09"	"DS10"	"DS11"	"DS11_01"	"DS11_02"	"DS11_03"	"DS11_04"	"DS11_05"	"DS11_06"	"DS11_06a"	"DS13_01"	"DS13_02"	"DS13_03"	"DS13_04"	"DS13_05"	"DS13_06"	"DS13_07"	"DS13_08"	"DS13_09"	"DS13_10"	"DS13_11"	"DS13_12"	"DS02_01"	"DS02_02"	"DS02_03"	"DS02_04"	"DS02_05"	"DS02_06"	"NA01"	"NA01_04"	"NA02"	"NA02_06"	"NA03"	"NA04"	"NA05"	"NA05_01"	"NA05_02"	"NA05_03"	"NA05_04"	"NA05_05"	"NA05_06"	"NA05_06a"	"NA06"	"NA07"	"SP01"	"SP01_01"	"SP01_02"	"SP01_03"	"SP01_04"	"SP01_05"	"SP01_06"	"SP01_06a"	"SP01_07"	"PD01_01"	"PD02"	"PD10"	"PD04"	"PD04_07"	"PD05_01"	"PD06"	"PD06_07"	"PD06_08"	"PD07"	"PD07_06"	"PD08"	"PD09"	"PD09_01"	"PD09_02"	"PD09_03"	"PD12_01"	"FB01_01"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
491	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 15:20:07	5	T	T	T	F	F	F	T	T	F		1	2																																															2	F		F	T	T	F	F	F	F		4	-9	2	F	F	T	T	F		F	4	5	5	5	6	3	4	5	5	2	5	2	4	4	2	F	T	T	F	F	F		5	5	3	4	5	3	3	2	3	5	5	5	6	5	5	4	2	2	2		1		2	2										1	1	F	F	F	F	F	T	"simple powerpoint"	F	44	1	2	6		16	4			9		1	1	F	F	T	"us"		17	13	5	7		14	18	12	12	49	9	54	19	60	27		6	17	62	30	431		2020-12-01 15:27:18	T	F	20	20	3	2	1.15	11
492	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 15:29:19	2	T	T	F	F	F	F	F	F	F		1	1	50	2	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	T	"MRIconvert"	F	5	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	T	F	F	F		F	4	6	4	3	4	2	5	3	5	3	6	2	4	2	2	T	F	T	F	F	F		6	4	5	4	5	1	5	2	3	6	6	4	4	4	3	3	2	2	3		2		3	2										2	2	T	F	F	F	F	T	"Custom"	F	40	1	2	7	"PhD is in Neuroscience"	11	7	"Occupational Therapy"		9		1	2	T	F	T			42	7	22	9	92		6		7	32	12	27	15	33	15		6	12	49	7	393		2020-12-01 15:35:52	T	F	20	20	3	1	1.59	35
496	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 15:45:45	2	T	F	F	F	F	F	T	F	F		1	1	120	1	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	T	F	F	F		F	5	4	3	1	6	1	1	3	3	1	6	1	3	3	2	F	T	T	F	F	F		5	5	5	5	1	1	1	1	6	6	6	6	1	4	6	6	4	1	1		1		2	1	1		T	F	F	F	F		3	2	2	T	F	T	F	F	F		F	34	1	1	6		10	9			9		2	1	T	F	F			24	15	4	8	279		10		8	60	7	57	16	43	17	9	11	9	40	8	412		2020-12-01 15:56:10	T	F	20	20	3	1	1.37	22
497	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 15:49:40	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	F	T	F	F	F		5		1	F	T	F	F	F		F	5	1	1	1	5	1	1	5	7	1	3	1	2	3	1	F	T	F	F	F	F		1	1	1	1	5	2	5	2	2	5	2	2	7	2	2	2	2	2	2		3		2	1	1	F	T		F	F	F		3	2	1	F	F	F	F	T	F		F	35	1	2	6		7	8		"Developmental"	3		2	2	T	T	F	"USA"		5	10	5	8		15	11		14	76	7	71	14	73	28	8	9	9	68	14	445		2020-12-01 15:57:05	T	F	20	20	2	0	1.34	22
498	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 15:54:16	5	T	T	F	T	T	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	T	F	F		F	2	2	2	2	2	2	2	5	2	1	6	2	4	4	1	T	F	F	F	F	F		5	5	5	4	5	1	5	1	2	2	2	2	4	4	4	4	4	4	2		6	"Fmri cpca "	1	1	1	T	F	F	F	F	F		3	1	1	T	F	F	F	F	F		F	53	1	2	6		30	9			5		3	2	T	T	F	"Canada "		20	23	7	27		8	28		31	123	14	89	23	80	66	11	13	11	113	52	739		2020-12-01 16:06:35	T	F	20	20	2	0	0.81	5
499	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 16:09:03	4	T	T	T	T	F	F	F	F	F		1	1	25	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	2	4	1	F	F	F	F	F	F	F	F	F	F	F		T												4		1	F	F	F	F	F		T	1	5	4	6	6	7	7	4	4	4	3	1	4	4	1	F	F	F	F	F	T	"agreement required"	5	2	2	2	4	3	2	4	6	3	4	7	3	5	7	7	3	3	2		6	"IDL"	1	1	2	F	T	T	F	F	F		3	2	1	T	F	F	F	F	F		F	49	1	2	2		25	6			6	"staff scientist"	6	1	T	F	F	"USA"		36	19	6	8	53		16		15	77	7	68	34	67	37	17	6	9	80	33	588		2020-12-01 16:18:51	T	F	20	20	2	0	0.99	6
500	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 16:26:57	1	T	F	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	T	F	F		F	4	6	6	6	3	1	6	4	5	4	3	1	4	2	2	F	F	F	T	F	T	"data sharing agreement takes forever at my institution"	6	6	5	6	6	2	6	4	5	4	4	6	4	6	6	6	4	3	2		1		3	2										1	1	F	F	F	F	F	T	"superlab"	F	68	1	2	7	"Behavioral neuroscience"	30	1			9		1	1	F	T	F			31	10	8	9		8	12		17	104	17	72	56	208	28		14	23	82	9	708		2020-12-01 16:38:45	T	F	20	20	3	1	0.96	9
501	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 16:29:11	2	T	T	F	F	F	F	F	F	F		1	1	150	3	F	F	F	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	1	5	2	T	F	F	F	F	F	T	F	F	F	F		F												4		1	F	F	T	F	F		F	2	5	6	5	6	4	4	4	7	4	6	1	2	2	2	F	F	T	F	T	F		6	6	6	6	4	4	4	5	5	4	5	6	5	6	7	4	2	4	3		3		1	1	2	T	T		F	F	F		3	2	1	F	T	F	F	F	F		F	32	1	2	6		12	9			9		1	1	F	T	F			5	6	3	6	52		11		11	33	8	34	14	27	15	11	11	7	48	10	312		2020-12-01 16:34:23	T	F	20	20	3	1	1.76	42
502	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 17:06:28	1	F	F	F	T	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		1	1	1	F	F	F	F	F		T	1	7	7	1	1	1	1	1	1	1	1	1	5	1									1	1	1	1	1	1	1	1	1	1	1	1	2	6	6	2	2	1	3		6	"in house matlab code"	1	1	4	T	T	T	T	F	F		3	3	4	F	T	T	F	T	T	" C/C++ open GL when necessary"	F	45	1	2	7	"neuroscience"	20	9			5		2	1	T	F	F	"USA"		28	13	9	36		36	28	14	19	55	7	74		61	38	25	19	42	93	5	602		2020-12-01 17:16:30	T	F	20	20	2	0	0.88	8
510	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 17:34:01	2	T	T	F	F	F	F	F	F	F		1	1	6	2	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	0.5	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		1	F	T	F	F	F		F	4	5	5	3	5	1	2	3	5	4	4	2	4	1	0	F	F	F	F	F	F		5	4	3	3	5	2	2	2	2	2	2	5	6	3	2	2	2	1	2		6	"freesurfer"	2	1	1	F	F	F	T	F	F		2	1	1	F	F	T	F	F	F		F	35	1	2	6		13	9			9		2	1	T	F	F	"United States of America"		78	8	4	11	53		12		10	49	8	54	5	68	36	10	10	7	46	16	485		2020-12-01 17:42:07	T	F	20	20	3	2	1.32	25
511	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 18:11:51	3	T	T	F	F	F	F	T	F	F		1	1	200	2	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	5	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	1	3	5	7	6	5	6	2	6	2	7	1	5	5	1	F	F	F	F	F	T	"I am currently allowed to share my data, but I note that I just moved to academia from the US Veterans Administration, which forbade me to share any data at any time."	5	3	2	2	1	1	1	1	4	4	4	2	7	2	1	2	1	1	2		6	"Connectome Workbench; custom code"	1	1	2	T	F	T	F	F	F		1	2	1	F	T	F	F	F	F		F	39	1	2	7	"Neuroscientist"	18	4			9		1	2	T	F	T	"USA"		1052	8	4	6	45		11		8	53	6	42	64	47	30	17	4	6	67	33	473		2020-12-01 18:36:54	T	F	20	20	2	0	1.33	22
512	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 21:01:30	2	T	T	F	F	F	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		3		1	F	F	T	F	F		F	4	3	3	3	3	3	5	4	5	3	4	2	3	2	1	F	F	F	F	F	T	"I am only restricted if there are anonymity issues"	4	5	3	3	5	3	5	3	3	3	3	3	4	5	6	6	4	2	2		2		3	1	1	F		T	F	F	F		3	3	1	F	T	F	F	F	F		F	55	1	2	3		23	4			5		1	2	T	T	F	"United States"		9	10	6	6		17	7		11	50	8	43	35	57	126	13	9	29	47	16	499		2020-12-01 21:09:51	T	F	20	20	2	0	1.27	19
513	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-01 21:57:28	3	T	T	F	F	F	F	T	F	F		1	1	45	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"Flywheel"	F	1	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	T	F	F	F		F	3	5	5	5	5	2	2	5	5	2	4	1	4	1	0	F	F	F	F	F	F		5	5	5	5	5	3	3	3	5	5	5	6	3	5	5	5	3	3	3		2		3	2										1	2	F	T	T	F	F	F		F	43	2	2	5		17	3			10		2	1	T	F	F	"USA"	"I would be very interested in submitting a registered report to a journal, but have had attempts rejected because I work with longitudinal data and the first wave(s) of data have already been collected. Even though we haven't looked at the data or tested hypotheses, this has still kept me from being able to preregister. To me, the upside of a registered report is greater than a general preregistration, because a registered report means you can publish even with null results. "	3	9	4	4	53		7		19	41	7	33	18	26	11		5	8	33	104	385		2020-12-01 22:03:53	T	F	20	20	2	2	1.76	55
515	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 01:18:56	2	T	T	F	F	F	F	F	F	F		1	1	32	1	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1	4	1	F	F	F	F	F	F	T	F	F	F	F		F												2	2	1	F	T	F	F	F		F	5	5	2	1	2	1	1	5	7	1	6	2	2	1									2	2	2	6	2	2	2	2	2	4	3	2	4	6	5	5	2	1	3		3		1	1	1	F	F		T	F	F		3	2	1	F	F	F	F	F	T	"custom javascript"	F	34	2	2	7	"Cognitive Neuroscientist"	11	9			6	"Post Doc 5 years "	2	1	T	F	F	"USA "		5	7	4	13	351		9	5	12	58	20	51		54	20	9	5	10	56	45	449		2020-12-02 01:31:10	T	F	20	20	2	0	1.36	28
516	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 04:59:46	2	T	T	F	F	F	F	F	F	F		1	2		0	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		-9	0	F	F	F	F	F	F	F	F	F	F	F		F	2	F		F	T	F	T	F	F	F		5		1	F	T	F	F	F		F	3	2	2	2	2	2	2	2	6	2	4	1	5	4	2	T	T	F	F	F	F		3	5	4	4	2	1	2	2	2	2	2	2	3	6	6	6	2	1	4	"both mac/apple and linux"	1		2	1	2		F	F	T	F	T	"freesurfer, mrvista"	3	2	2	F	F	T	F	T	F		F	33	1	2	7	"Engineer"	8	9			9		4	1	T	F	F	"Japan"		71	8	4	50	8	19	15		8	68	5	60	17	75	30	38	6	8	54	5	549		2020-12-02 05:08:56	T	F	20	20	9	8	1.34	37
517	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 05:05:22	1	T	F	F	F	F	F	F	F	F		1	1	40	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"Don't know; my student performed the conversion"	F	1	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		1	F	F	F	F	F		T	4	6	5	7	4	2	6	4	5	2	4	2	4	4	1	F	T	F	F	F	F		7	7	5	5	7	1	7	2	4	3	3	4	4	6	2	6	1	2	3		1		2	1	1		F	F	T	F	F		2	1	3	F	T	T	F	T	F		F	55	2	2	6		38	9			5		2	1	T	F	F	"USA"	"I have a very small lab with minimal funding so practical issues of time and effort are critical to my decision of whether to preregister and share data.  If it takes a month of my graduate students' time to learn to do this and then to execute it, that will delay our research substantially.
I've been primarily analyzing old data sets recently, but we plan to start new projects soon and I want to preregister and share the data from those projects."	25	13	5	8	1602228		15		6	113	65	159	23	62	32	17	9	17	67	135	718		2020-12-20 18:22:02	T	F	20	20	0	0	0.92	8
520	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 10:00:02	5	T	T	F	T	F	T	F	F	T	"EMG"	1	2																																															2	F		F	F	F	T	F	F	T	"not available for fNIRS and EMG data"	5		1	F	F	F	F	T	"DRKS.de; german version for clinical trials"	F	4	6	7	3	4	3	3	4	5	2	5	2	5	2	1	F	F	T	F	F	F		6	6	4	5	5	2	5	1	5	4	4	5	5	6	5	6	2	1	1		1		2	1	1		F	F	F	F	T	"eeglab, Nirs toolbox, Homer2, basically all MATLAB based"	2	2	2	T	F	T	F	F	F		F	32	2	1	4		3	9			2		2	2	T	T	F	"Germany"	"I find it annoying that there is no MATLAB-based option to convert to BIDS format. From a computer science perspective I can totally understand that these things are developed with, e.g., python etc. However, most data analysis softwares/toolboxes (especially for other data formats like fNIRS, EEG, EMG) are MATLAB-based and even though it is a personal upgrade to learn python, I would think that no reasearcher has the time for this."	3976	16	4	5		40	12		39	69	5	78	35	71	30	72	8	11	84	186	561		2020-12-02 11:19:03	T	F	20	20	0	0	0.92	9
536	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:37:33	3	T	T	F	F	F	F	T	F	F		1	1	450	1	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	5	1	F	F	F	F	F	F	T	F	F	F	F		F												5		1	F	F	F	F	F		T	2	6	6	5	7	1	2	2	2	1	5	2	2	5	3	T	F	T	T	F	F		1	1	1	1	1	1	1	4	4	1	1	1	1	7	4	7	1	1	3		1		1	1	2		T	F	F	F	T	"FreeSurfer, Caret, Connectome Workbench"	2	2	3	F	F	T	F	T	T	"Cogent2000"	F	51	1	1	6		28	9			5		2	2	T	F	T	"Italy"		9	11	4	10	55		12		18	52	11	48	21	52	23	30	6	23	53	16	454		2020-12-02 11:45:07	T	F	20	20	2	0	1.21	14
537	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:37:42	4	T	T	F	T	F	F	T	F	F		1	1	50	2	T	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	3	5	3	T	F	F	F	F	T	T	F	F	F	F		F												5		1	F	F	F	F	F		T	2	6	6	6	7	6	6	6	5	6	4	1	4	2	1	F	F	F	F	F	T	"Sharing data is not trivial with our IRB."	7	6	6	3	5	2	6	5	6	5	5	6	3	5	6	6	1	2	2		3		2	1	4	T	T		F	T	T	"We have a number of sophisticated, high-quality, in-house programs."	2	2	3	T	T	F	F	T	F		F	58	1	2	6		38	1			6	"Research Scientist"	6	2	T	T	F	"United States"		8852	14	4	6	56		35		7	74	5	85	86	60	19	41	13	10	73	38	588		2020-12-02 14:15:41	T	F	20	20	2	0	1.04	14
549	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:38:37	2	T	F	F	T	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	T	F		F	4	2	2	2	2	2	2	2	2	2	2	1	4	3	1	F	T	F	F	F	F		2	2	2	2	3	2	2	2	3	2	3	3	6	2	2	2	2	1	1		1		2	1	1		F	F	T	F	F		3	2	2	F	F	T	F	T	F		F	45	1	1	6		15	9			5		2	1	T	F	F	"Germany"	"The whole incentive structure for doing research needs to change, as this is a fundamental problem. "	4	11	9	153		10	13		12	42	5	36	11	55	19	12	5	6	43	52	359		2020-12-02 11:46:55	T	F	20	20	0	0	1.47	36
550	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:38:39	3	T	T	F	T	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	F	F	F		T	2	6	7	6	6	7	7	6	7	4	2	2	2	4	2	F	F	F	T	F	T	"data sharing has to be approved by my home institution"	4	4	4	4	6	2	6	6	2	2	2	2	2	4	7	6	6	4	2		1		1	1	1		F	F	T	F	F		3	2	1	F	F	T	F	F	F		F	42	2	1	7	"Neuroscientist"	20	9			9		5	2	T	T	F	"Germany"		1179	14	48	16		9	10		25	48	44	70	50	50	31	25	22	13	54	16	524		2020-12-02 12:07:23	T	F	20	20	2	0	0.87	7
555	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:39:10	3	T	T	F	F	F	F	T	F	F		1	2																																															1	F		F	F	F	F	F	T	F		3		1	F	F	F	F	F		T	2	2	6	2	2	2	2	2	2	4	2	1	3	3	1	F	F	F	T	F	F		2	2	4	4	2	2	2	4	6	2	2	6	4	4	6	6	6	2	2		1		2	1	2		T	T	F	F	F		3	2	1	T	F	F	F	F	F		F	30	3	1	2		3	9			2		2	1	T	F	F			19	15	4	16		16	11		7	61	22	67	45	84	34	17	5	15	64	6	508		2020-12-02 11:47:38	T	F	20	20	3	1	1.17	14
573	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:40:45	6	T	T	T	T	T	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		3		2	F	T	T	F	F		F	5	1	1	1	1	1	1	1	1	1	7	1	4	1									4	5	1	1	6	2	4	2	6	1	1	2	3	5	7	7	4	4	2		2		3	2										2	2	T	T	F	F	F	F		F	52	1	1	3		20	9			10		3	3	T	T	T			4	10	3	6		3	9		7	32	5	38		49	22		7	5	40	7	247		2020-12-02 11:44:52	T	F	20	20	4	1	1.96	65
576	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:41:11	2	T	F	F	T	F	F	F	F	F		1	2																																															2	F		F	F	T	T	F	F	F		4		1	F	T	F	F	F		F	4	6	5	2	4	2	2	2	3	4	5	2	4	4	3	T	T	F	F	F	T	"The Ethics approval I had until quite recently did not include data sharing options. I've fixed this in the approval I just obtained"	5	6	2	2	4	1	2	4	1	3	3	3	6	2	2	4	2	1	3		1		2	1	2		T	T	F	F	F		4	3	5	T	T	T	T	T	F		F	44	2	1	6		22	9			10		2	1	T	F	F	"Spain"		13	10	5	7		12	13		17	100	9	44	44	145	23	11	11	12	60	11	547		2020-12-02 11:50:18	T	F	20	20	2	0	1.16	12
591	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:47:10	4	T	T	F	T	T	F	F	F	F		1	2																																															3	F		F	T	T	F	T	F	F		4		1	F	T	F	F	F		F	4	2	2	1	2	1	1	1	4	1	3	2	2	4	2	T	F	T	F	F	F		2	3	3	3	1	1	2	3	1	1	2	2	7	5	2	1	1	1	1		1		1	1	1		T	F	F	F	F		3	2	1	F	F	F	F	F	T	"Cogent (MATLAB toolbox)"	F	37	1	2	6		14	9			10		2	1	T	F	F	"United Kingdom"		6	10	4	22		13	10		16	48	7	43	15	47	14	11	6	17	55	12	356		2020-12-02 11:53:06	T	F	20	20	2	0	1.43	25
594	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 11:56:47	3	T	T	F	T	F	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		5		2	T	F	F	T	F		F	5	5	4	7	6	1	1	1	7	5	4	2	3	4	1	F	F	T	F	F	F		5	5	6	6	7	1	1	1	5	6	2	1	4	5	4	6	1	1	1		1		2	2										2	3	T	F	F	F	T	T	"cogent"	F	38	1	1	6		13	1			9		2	1	F	T	F			77207	11	5	26		11	11		15	73	7	63	21	60	15		14	14	62	13	443		2020-12-03 09:30:35	T	F	20	20	4	1	1.07	10
595	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:00:32	2	T	F	F	F	T	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		3		4	F	T	T	T	T	"German Clinical Trials Register"	F	5	1	1	1	1	1	1	7	7	1	4	1	1	4	1	F	F	T	F	F	F		3	3	3	3	2	1	2	2	3	2	2	2	1	6	2	7	4	1	2		1		1	1	3		T	F	T	T	F		3	2	1	T	F	F	F	F	F		F	36	1	1	6		13	3			9		6	2	T	T	F			112	19	4	16		29	11		65	114	16	66	78	177	24	20	5	9	132	4	901		2020-12-02 12:15:33	T	F	20	20	3	1	0.93	13
596	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:04:05	2	T	F	F	T	F	F	F	F	F		1	2																																															1	F		F	F	T	F	F	F	F		5		1	F	T	F	F	F		F	5	3	5	3	2	3	4	4	4	2	7	1	4	3	1	F	T	F	F	F	F		5	7	3	5	2	2	1	4	5	4	3	7	4	6	5	4	2	2	2		1		1	1	1		T	F	F	F	F		3	1	2	F	T	F	F	T	F		F	50	2	2	4		20	9			10		3	1	T	F	F	"india"		22	9	36	23		19	12		22	73	5	66	20	66	24	17	8	17	52	27	487		2020-12-02 12:12:43	T	F	20	20	2	0	1	7
597	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:10:29	4	T	T	F	T	F	F	T	F	F		1	1	10	1	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	0	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	3	3	3	5	4	4	5	1	2	2	4	1	3	2	1	F	F	T	F	F	F		3	4	4	4	5	2	5	5	1	1	2	1	4	5	4	5	4	4	2		2		2	1	2	T		F	F	F	T	"Freesurfer "	3	2	2	T	F	T	F	F	F		F	38	2	1	6		10	9			9		6	3	T	T	T			51	16	6	7	60		22		12	82	7	72	17	67	31	21	9	9	79	5	573		2020-12-02 12:20:02	T	F	20	20	3	1	1.15	13
599	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:11:47	3	T	T	F	F	F	F	T	F	F		1	1	100	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	1	5	1	F	F	F	F	F	F	F	T	F	F	F		F												5		1	F	F	F	F	F		T	3	5	5	6	6	2	6	5	5	1	6	2	5	3	1	F	F	F	F	T	F		6	6	2	2	5	1	6	1	2	1	2	2	2	6	6	6	2	1	3		1		1	1	1		T	F	F	F	F		3	2	3	T	T	T	F	F	F		F	51	2	1	7	"Mathematician"	23	9			10		1	2	T	T	F	"Germany"		9	7	5	6	23		7		8	36	4	29	9	36	14	8	8	11	48	15	283		2020-12-02 12:16:30	T	F	20	20	2	0	1.92	46
600	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:24:26	4	T	T	T	F	T	F	F	F	F		1	2																																															2	F		F	T	T	F	F	F	F		4		1	F	F	F	F	F		T	2	4	4	4	4	7	6	4	4	2	4	2	4	4	1	T	F	F	F	F	F		4	4	4	4	2	2	2	1	2	5	4	4	1	7	1	7	4	4	2		1		1	1	3		T	F	T	T	F		2	1	1	T	F	F	F	F	F		F	33	2	1	5		12	3			9		2	1	F	T	F			5	7	4	6		9	11		14	38	7	34	12	32	17	8	6	4	34	2	250		2020-12-02 12:28:36	T	F	20	20	3	1	1.96	66
602	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:25:13	3	T	T	T	F	F	F	F	F	F		2	2																																															1	F		F	F	F	T	F	F	F		5		3	F	T	T	T	F		F	5	2	2	1	3	1	1	2	4	1	7	1	4	4	2	F	T	T	F	F	F		4	2	1	1	1	1	1	1	2	2	4	1	2	5	7	5	1	5	1		1		3	2										2	3	T	T	F	T	F	F		F	38	2	1	5		13	3			9		1	2	T	T	F	"Germany"		75	17	8	35		21	12		34	80	27	75	38	58	21		10	7	82	4	604		2020-12-02 12:35:17	T	F	20	20	2	0	0.96	13
603	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:26:27	1	T	F	F	F	F	F	F	F	F		1	1	100	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"BrainVoyager"	F	2	5	1	F	F	F	F	F	F	F	F	F	F	T	"BrainVoyager"	F												5		1	F	T	F	F	F		F	5	7	5	1	2	1	3	2	5	1	6	1	5	1									6	6	2	4	3	1	5	1	3	5	5	5	6	7	7	4	5	2	1		4		1	2										1	2	T	F	F	F	T	F		F	51	1	2	6		25	9			5		1	2	T	T	F	"UK"		168103	20	13	20	75		30		15	105	8	78		96	25		12	22	107	32	680		2020-12-04 11:19:12	T	F	20	20	2	0	0.7	2
